101023703RR0001,2012-03-31,,,,,,,,,,,,,,
101024560RR0001,2012-03-31,3,3,,,,,,,,,6,42000,87462,
101026615RR0001,2012-11-30,2,1,1,,,,,,,,5,36038,106557,
101027613RR0001,2012-03-31,5,3,2,,,,,,,,2,24927,236224,
101039329RR0001,2012-06-30,1,1,,,,,,,,,,,27649,
101050417RR0001,2012-08-31,20,24,8,1,,,,,,,13,132568,1047707,
101051282RR0001,2012-06-30,19,,8,2,,,,,,,46,397469,1614307,
101051381RR0001,2012-06-30,20,,8,2,,,,,,,53,1342058,3487387,
101051407RR0001,2012-06-30,37,,2,5,2,1,,,,,22,707428,3667003,
101064061RR0001,2012-06-30,,,,,,,,,,,,,,
101065183RR0001,2012-06-30,14,14,,,,,,,,,12,51228,571386,
101065548RR0001,2012-12-31,7,5,2,,,,,,,,35,152984,404420,
101065571RR0001,2012-08-31,,,,,,,,,,,,,,
101065639RR0001,2012-12-31,,,,,,,,,,,6,34831,34831,
101069029RR0001,2012-10-31,1,,1,,,,,,,,4,25051,79466,
101069532RR0001,2012-03-31,,,,,,,,,,,,,,
101071777RR0001,2012-12-31,21,,9,1,,,,,,,40,351940,1288082,
101071934RR0001,2012-03-31,12,10,,,,,,,,,9,45495,421307,
101072049RR0001,2012-12-31,1,1,,,,,,,,,,,38768,
101072098RR0001,2012-06-30,11,7,2,,,,,,,,5,11067,442301,
101072106RR0001,2012-12-31,1,,,1,,,,,,,7,209562,292562,
101072239RR0001,2012-03-31,32,7,3,,,,,,,,34,328712,1374665,
101072254RR0001,2012-03-31,9,9,1,,,,,,,,72,635573,971929,
101072361RR0001,2012-12-31,1,,1,,,,,,,,6,48203,118140,
101074607RR0001,2012-06-30,9,8,1,,,,,,,,53,68954,418075,
101074953RR0001,2012-11-30,12,,9,,1,,,,,,8,186048,1077301,
101076099RR0001,2012-03-31,2,2,,,,,,,,,,,68888,
101079200RR0001,2012-12-31,5,25,,,,,,,,,20,30929,129793,
101094266RR0001,2012-04-30,,,,,,,,,,,,,,
101094274RR0001,2012-08-31,,,,,,,,,,,,,,
101094282RR0001,2012-08-31,,,,,,,,,,,,,,
101098234RR0001,2012-08-31,7,4,3,,,,,,,,,,462534,
101098275RR0001,2012-08-31,10,9,1,,,,,,,,15,154954,268522,
101136885RR0001,2012-06-30,,,,,,,,,,,,,,
101144541RR0001,2012-08-31,,,,,,,,,,,3,58799,58799,
101151520RR0001,2012-03-31,2,2,,,,,,,,,,,70217,
101157659RR0001,2012-12-31,2,2,,,,,,,,,7,77775,135393,
101159564RR0001,2012-12-31,,,,,,,,,,,4,43069,43069,
101160604RR0001,2012-12-31,,,,,,,,,,,,,,
101161073RR0001,2012-04-30,7,6,1,,,,,,,,83,107670,506727,
101161115RR0001,2012-12-31,13,8,5,,,,,,,,18,60973,599115,
101161123RR0001,2012-12-31,1,,,,,,,,,,1,5000,46793,
101161776RR0001,2012-12-31,5,9,1,,,,,,,,22,58295,227399,
101161792RR0001,2012-03-31,3,3,,,,,,,,,,,89565,
101162147RR0001,2012-12-31,,,,,,,,,,,,,,
101171627RR0001,2012-12-31,,,,,,,,,,,,,,
101200319RR0001,2012-03-31,2,,2,,,,,,,,2,20325,137736,
101203941RR0001,2012-06-30,15,7,3,,,,,,,,15,203938,817298,
101205888RR0001,2012-03-31,38,8,29,1,,,,,,,43,623684,2853913,
101205904RR0001,2012-12-31,2,,1,,1,,,,,,9,149663,375693,
101214716RR0001,2012-12-31,12,2,,,,,,,,,10,77375,177697,
101258010RR0001,2012-06-30,1,,1,,,,,,,,,,47105,
101258077RR0001,2012-08-31,6,3,2,1,,,,,,,1,29854,251569,
101264760RR0001,2012-06-30,1,1,,,,,,,,,1,10073,10073,
101266781RR0001,2012-12-31,13,7,3,,,,,,,,7,31102,533266,
101278349RR0001,2012-03-31,5,4,1,,,,,,,,5,16536,165997,
101278414RR0001,2012-06-30,1,,1,,,,,,,,16,74388,129290,
101286029RR0001,2012-12-31,,,,,,,,,,,,,,
101298719RR0001,2012-03-31,,,,,,,,,,,,,,
101323392RR0001,2012-12-31,3,3,,,,,,,,,3,11040,59654,
101354322RR0001,2012-03-31,2,1,1,,,,,,,,2,24412,117101,
101397644RR0001,2012-03-31,309,,6,3,1,,,,,,276,6116914,15722583,
101410512RR0001,2012-12-31,10,9,1,,,,,,,,14,147632,525758,
101436061RR0001,2012-10-15,,,,,,,,,,,1,7407,7407,
101469609RR0001,2012-03-31,5,,4,,1,,,,,,1,10138,411550,
101476083RR0001,2012-03-31,11,7,3,,,,,,,,25,209077,702012,
101497618RR0001,2012-12-31,18,4,4,2,,,,,,,35,773846,1654112,
101522415RR0001,2012-12-31,4,1,3,,,,,,,,8,134202,326495,
101538502RR0001,2012-03-31,,,,,,,,,,,8,,92334,
101544351RR0001,2012-12-31,1,,1,,,,,,,,14,139752,184515,
101546588RR0001,2012-05-31,25,,9,1,,,,,,,13,20967,1572302,
101560571RR0001,2012-06-30,36,,9,1,,,,,,,5,38430,1625724,
101562197RR0001,2012-06-30,,,,,,,,,,,,,,
101562247RR0001,2012-06-30,,4,,,,,,,,,5,126702,144755,
101562841RR0001,2012-06-30,18,14,,,,,,,,,6,5000,581333,
101562874RR0001,2012-06-30,78,17,41,20,,,,,,,127,315974,5111738,
101563096RR0001,2012-12-31,5,4,1,,,,,,,,7,37801,195215,
101569697RR0001,2012-03-31,1,,1,,,,,,,,2,15808,67452,
101574093RR0001,2012-03-31,2,2,,,,,,,,,,,55882,
101577294RR0001,2012-09-30,5,2,3,,,,,,,,20,94321,342275,
101580918RR0001,2012-03-31,19,13,6,,,,,,,,8,47179,734133,
101589380RR0001,2012-12-31,1,,,,,,,,,,1,3552,54556,
101589455RR0001,2012-12-31,,,,,,,,,,,,,,
101589489RR0001,2012-12-31,1,1,,,,,,,,,,,21852,
101630010RR0001,2012-12-31,,,,,,,,,,,,,63176,
101630812RR0001,2012-08-31,16,2,8,,,,,,,,32,204377,928453,
101630820RR0001,2012-03-31,23,,1,4,4,1,,,,,19,,2490661,
101633485RR0001,2012-06-30,13,4,6,,,,,,,,,,573354,
101633501RR0001,2012-06-30,8,6,2,,,,,,,,,,305764,
101644110RR0001,2012-05-31,,,,,,,,,,,8,25037,44843,
101645612RR0001,2012-03-31,4,3,1,,,,,,,,2,7309,138396,
101663995RR0001,2012-12-31,13,8,2,,,,,,,,,,537722,
101676864RR0001,2012-06-30,2,1,1,,,,,,,,7,720,84761,
101678969RR0001,2012-03-31,24,,10,,,,,,,,5,84107,1436086,
101688448RR0001,2012-03-31,,,,,,,,,,,,,,
101690436RR0001,2012-12-31,34,,8,2,,,,,,,55,850032,2359675,
101694578RR0001,2012-12-31,,,,,,,,,,,,,,
101717445RR0001,2012-03-31,9,6,4,1,,,,,,,8,98846,666832,
101731693RR0001,2012-12-31,1,,,,,,,,,,,,27513,
101736742RR0001,2012-03-31,13,,10,,,,,,,,10,120282,835384,
101737401RR0001,2012-12-31,26,4,6,,,,,,,,10,49309,1058296,
101747103RR0001,2012-12-31,,,,,,,,,,,,,,
101755783RR0001,2012-12-31,,,,,,,,,,,,,,
101756344RR0002,2012-12-31,,,,,,,,,,,,,,
101756351RR0001,2012-03-31,,,,,,,,,,,3,34682,61237,
101758282RR0001,2012-06-30,3,,,,,,,,,,3,,262836,
101787554RR0001,2012-09-30,15,6,2,2,,,,,,,106,141063,911682,
101808145RR0001,2012-03-31,33,,6,3,1,,,,,,16,98067,2563815,
101816197RR0001,2012-09-30,,,,,,,,,,,,,,
101835007RR0001,2012-06-30,5,2,3,,,,,,,,,,366128,
101835031RR0001,2012-10-31,,,,,,,,,,,,,,
101835148RR0001,2012-06-30,,,,,,,,,,,,,,
101835155RR0001,2012-12-31,1,,,1,,,,,,,,,150831,
101835163RR0001,2012-12-31,4,2,2,,,,,,,,,,267300,
101835171RR0001,2012-03-31,1,,1,,,,,,,,2,25400,72526,
101835221RR0001,2012-11-30,,,,,,,,,,,,,,
101835247RR0001,2012-03-31,3,2,,1,,,,,,,3,2658,167923,
101835338RR0001,2012-12-31,,,,,,,,,,,,,,
101835361RR0001,2012-06-30,,,,,,,,,,,,,,
101835395RR0001,2012-08-31,,,,,,,,,,,,,,
101835445RR0001,2012-12-31,5,3,2,,,,,,,,7,11086,264578,
101835460RR0001,2012-03-31,2,1,1,,,,,,,,,,68526,
101835486RR0001,2012-12-31,,,,,,,,,,,,,,
101835502RR0001,2012-04-30,7,2,3,2,,,,,,,21,43089,516263,
101835528RR0001,2012-06-30,,,,,,,,,,,,,,
101835536RR0001,2012-06-30,,,,,,,,,,,,,,
101835544RR0001,2012-03-31,4,4,,,,,,,,,11,60954,190949,
101835585RR0001,2012-12-31,,,,,,,,,,,,,,
101835635RR0001,2012-06-30,,,,,,,,,,,,,,
101835643RR0001,2012-12-31,,,,,,,,,,,,,,
101835650RR0001,2012-12-31,,,,,,,,,,,,,,
101835684RR0001,2012-03-31,,,,,,,,,,,,,,
101835692RR0001,2012-03-31,,,,,,,,,,,,,,
101835718RR0001,2012-12-31,,,,,,,,,,,,,,
101835767RR0001,2012-12-31,,,,,,,,,,,,,,
101835783RR0001,2012-05-31,,,,,,,,,,,,,,
101835841RR0001,2012-03-31,26,25,1,,,,,,,,9,92894,514967,
101835866RR0001,2012-03-31,2,1,1,,,,,,,,31,340119,410336,
101835940RR0001,2012-03-31,,,,,,,,,,,,,,
101836054RR0001,2012-08-31,,,,,,,,,,,,,,
101836179RR0001,2012-03-31,3,2,,1,,,,,,,,,170228,
101836252RR0001,2012-03-31,,,,,,,,,,,,,,
101836260RR0001,2012-03-31,,,,,,,,,,,,,,
101836294RR0001,2012-12-31,2,1,1,,,,,,,,,,140055,
101836302RR0001,2012-12-31,,,,,,,,,,,,,,
101836369RR0001,2012-03-31,,,,,,,,,,,,,,
101836377RR0001,2012-12-31,,,,,,,,,,,,,,
101836526RR0001,2012-03-31,,,,,,,,,,,,,,
101836542RR0001,2012-03-31,9,7,2,,,,,,,,7,86401,421031,
101836575RR0001,2012-12-31,,,,,,,,,,,,,,
101836583RR0001,2012-06-30,,,,,,,,,,,,,,
101836633RR0001,2012-12-31,26,22,4,,,,,,,,7,102286,1025548,
101836641RR0001,2012-12-31,15,6,3,,1,,,,,,20,191923,936335,
101836773RR0001,2012-03-31,11,9,1,,,,,,,,,,339764,
101836823RR0001,2012-03-31,7,6,1,,,,,,,,1,6735,271821,
101836880RR0001,2012-12-31,,,,,,,,,,,1,13759,13759,
101837078RR0001,2012-12-31,,,,,,,,,,,1,4931,4931,
101837219RR0001,2012-12-31,,,,,,,,,,,,,,
101837276RR0001,2012-06-30,,,,,,,,,,,,,,
101837318RR0001,2012-04-30,1,1,,,,,,,,,,,35683,
101837342RR0001,2012-12-31,1,,1,,,,,,,,,,55498,
101837367RR0001,2012-12-31,,,,,,,,,,,,,,
101837748RR0001,2012-06-30,,,,,,,,,,,,,,
101837847RR0001,2012-03-31,,,,,,,,,,,,,,
101837862RR0001,2012-03-31,,,,,,,,,,,,,,
101837896RR0001,2012-03-31,15,,7,2,1,,,,,,2,85875,1071734,
101838126RR0001,2012-08-31,,,,,,,,,,,,,,
101851202RR0001,2012-08-31,,,,,,,,,,,,,,
101857217RR0001,2012-06-30,,,,,,,,,,,,,,
101864783RR0001,2012-12-31,5,5,2,,,,,,,,2,44920,238537,
101885226RR0001,2012-12-31,6,5,1,,,,,,,,10,52742,196185,
101894277RR0001,2012-06-30,,,,,,,,,,,,,,
101894319RR0001,2012-12-31,12,,7,2,1,,,,,,6,93576,870855,
101894426RR0001,2012-10-31,9,7,2,,,,,,,,13,77003,402746,
101905156RR0001,2012-05-31,,,,,,,,,,,4,76633,76633,
101943157RR0001,2012-07-31,8,7,1,,,,,,,,5,64349,333809,
101944197RR0001,2012-03-31,17,16,1,,,,,,,,13,226172,740211,
101944296RR0001,2012-03-31,33,1,8,1,,,,,,,26,176487,1546415,
101944536RR0001,2012-03-31,28,25,3,,,,,,,,32,320009,1221078,
101944577RR0001,2012-03-31,,,,,,,,,,,,,,
101944643RR0001,2012-03-31,15,13,2,,,,,,,,28,50448,790308,
101944650RR0001,2012-03-31,14,9,1,,,,,,,,16,211818,713575,
101944684RR0001,2012-03-31,15,9,1,,,,,,,,14,143909,986798,
101944817RR0001,2012-03-31,41,,9,1,,,,,,,37,373734,2345013,
101944866RR0001,2012-03-31,20,,10,,,,,,,,8,49775,923329,
101944882RR0001,2012-03-31,,,,,,,,,,,,,,
101944916RR0001,2012-03-31,50,5,4,1,,,,,,,,,2886364,
101944981RR0001,2012-03-31,34,31,3,,,,,,,,90,140887,1644293,
101944999RR0001,2012-03-31,13,8,2,,,,,,,,24,109510,536811,
101945020RR0001,2012-03-31,,,,,,,,,,,,,,
101945079RR0001,2012-03-31,29,,9,1,,,,,,,31,165950,1555596,
101945285RR0001,2012-03-31,17,9,1,,,,,,,,19,130000,857541,
101945293RR0001,2012-03-31,20,10,1,,,,,,,,,,,
101945384RR0001,2012-03-31,35,6,3,1,,,,,,,54,686033,2426984,
